transferOrdNo,quantity,woNumber,franchise,product,uom
TO39609,21,WO99469,cd,Y9QWI,pcs
TO39609,28,WO99470,bc,P5NDK,pcs
TO39609,69,WO99471,ed,OWRAJ,kg
TO39610,82,WO99472,ab,4KF8G,pcs
TO39610,18,WO99473,ed,1TYWS,pcs
TO39610,67,WO99474,ed,1J6AN,kg
TO39611,28,WO99475,bc,STGVP,pcs
TO39611,33,WO99476,ed,YBRLE,pcs
TO39611,93,WO99477,bc,WVIXR,ltr
TO39612,72,WO99478,cd,HAQEP,pcs
TO39612,73,WO99479,ed,5X7CN,kg
TO39612,85,WO99480,bc,GXSAS,ltr
TO39612,30,WO99481,bc,EICGU,pcs
TO39613,50,WO99482,ab,V1DRL,ltr
TO39613,50,WO99483,ab,26WU6,kg
TO39614,49,WO99484,ab,5W8QL,pcs
TO39614,26,WO99485,bc,NQJ4S,kg
TO39614,94,WO99486,ed,RJ5K3,kg
TO39615,96,WO99487,bc,5M3L6,kg
TO39615,18,WO99488,bc,E9BH8,pcs
TO39615,47,WO99489,bc,EAFAZ,kg
TO39616,59,WO99490,ab,3S8YL,kg
TO39616,56,WO99491,cd,6OBAQ,pcs
TO39616,24,WO99492,ab,RFJHY,kg
TO39617,99,WO99493,bc,MF5DS,pcs
TO39617,71,WO99494,cd,CJ5ZY,pcs
TO39617,87,WO99495,bc,AQ083,ltr
TO39617,30,WO99496,cd,L8VZM,ltr
TO39618,91,WO99497,ed,QUL0E,ltr
TO39618,22,WO99498,bc,NWP3K,kg
TO39618,23,WO99499,ab,HAE59,pcs
TO39618,44,WO99500,cd,SQ79J,kg
TO39619,14,WO99501,ab,6F4G2,ltr
TO39619,82,WO99502,cd,DC9H1,ltr
TO39619,33,WO99503,bc,D1J4W,ltr
TO39620,91,WO99504,cd,PVNH4,pcs
TO39620,12,WO99505,bc,14X5O,kg
TO39620,20,WO99506,ab,XLDS2,kg
TO39621,73,WO99507,cd,LGH2I,kg
TO39621,78,WO99508,cd,SI572,pcs
TO39622,91,WO99509,ab,L8VZM,kg
TO39622,30,WO99510,ab,KTWZR,pcs
TO39623,34,WO99511,ed,7X5IA,kg
TO39623,61,WO99512,bc,NVYBQ,pcs
TO39623,60,WO99513,ed,T6ULB,pcs
TO39623,41,WO99514,ed,RKCFF,ltr
TO39624,13,WO99515,ed,ODNFS,ltr
TO39624,100,WO99516,ed,CI3YX,ltr
TO39624,35,WO99517,ab,PS682,kg
TO39624,23,WO99518,ed,MWYNL,ltr
TO39625,21,WO99519,cd,W1F3L,pcs
TO39625,27,WO99520,bc,SZ9MO,kg
TO39625,17,WO99521,cd,G5DTW,pcs
TO39625,44,WO99522,cd,JTT7W,pcs
TO39626,81,WO99523,ab,L8QFQ,ltr
TO39626,68,WO99524,cd,UE8FY,kg
TO39626,33,WO99525,ab,XDKIY,pcs
TO39627,98,WO99526,cd,HSNQ0,kg
TO39628,100,WO99527,bc,KP5P4,ltr
TO39628,60,WO99528,bc,U3EJW,pcs
TO39629,89,WO99529,ab,LR269,ltr
TO39629,3,WO99530,bc,SJEZX,pcs
TO39630,9,WO99531,ed,M38BR,ltr
TO39630,63,WO99532,bc,5IR26,ltr
TO39630,69,WO99533,bc,GYJ03,ltr
TO39631,47,WO99534,ab,YEZY6,ltr
TO39631,91,WO99535,ab,U80AP,ltr
TO39631,66,WO99536,bc,W72GK,pcs
TO39632,45,WO99537,ed,C98ZT,pcs
TO39633,8,WO99538,ab,LEBFL,kg
TO39634,15,WO99539,ab,DE0P1,ltr
TO39634,93,WO99540,cd,5IIHH,pcs
TO39634,57,WO99541,cd,2OZVO,kg
TO39634,87,WO99542,bc,6OBAQ,pcs
TO39635,96,WO99543,cd,2FDTG,ltr
TO39636,63,WO99544,cd,XY59D,kg
TO39636,21,WO99545,cd,J96K0,pcs
TO39636,66,WO99546,cd,PI1KP,ltr
TO39636,9,WO99547,bc,7A72E,pcs
TO39637,48,WO99548,cd,VVIQM,pcs
TO39637,48,WO99549,ed,YY9ER,ltr
TO39638,65,WO99550,ab,B7RZ5,kg
TO39639,32,WO99551,cd,X9FS1,ltr
TO39639,90,WO99552,cd,JC8C6,ltr
TO39639,13,WO99553,bc,CVULE,ltr
TO39639,41,WO99554,bc,0ZCYU,pcs
TO39640,43,WO99555,cd,XN3AH,pcs
TO39640,25,WO99556,ed,JAY8S,kg
TO39640,67,WO99557,ab,76G6Z,ltr
TO39640,88,WO99558,ab,1U2CE,kg
TO39641,95,WO99559,bc,L0R0J,kg
TO39641,32,WO99560,cd,U5NRN,kg
TO39642,64,WO99561,ab,85KIF,pcs
TO39642,45,WO99562,bc,9ENUX,pcs
TO39642,4,WO99563,ed,NA69Q,pcs
TO39642,12,WO99564,ab,RB0IW,kg
TO39643,68,WO99565,bc,6F11Y,kg
TO39643,67,WO99566,cd,JWI1E,ltr
TO39643,75,WO99567,bc,DR5Y6,pcs
TO39644,70,WO99568,ed,8KU6X,kg
TO39645,16,WO99569,ab,DH6CS,kg
TO39645,27,WO99570,bc,VVIQM,kg
TO39645,15,WO99571,bc,SARZM,ltr
TO39645,78,WO99572,cd,5IIHH,ltr
TO39646,60,WO99573,ab,RFJHY,ltr
TO39646,97,WO99574,cd,MNJRC,ltr
TO39647,13,WO99575,cd,8IYVT,pcs
TO39647,11,WO99576,ab,FQM9F,pcs
TO39647,2,WO99577,ab,JHI04,ltr
TO39647,35,WO99578,cd,JK20E,ltr
TO39648,31,WO99579,ed,S0IF8,kg
TO39648,39,WO99580,ed,9BT5T,pcs
TO39648,90,WO99581,cd,8Y3PT,ltr
TO39649,92,WO99582,ab,C1TQ2,ltr
TO39650,66,WO99583,ed,K8YGF,pcs
TO39650,78,WO99584,bc,C0YG9,ltr
TO39650,63,WO99585,ed,SQ79J,ltr
TO39651,37,WO99586,ab,38A2Z,kg
TO39651,80,WO99587,cd,TRJ7M,ltr
TO39651,69,WO99588,bc,O5UGJ,kg
TO39651,7,WO99589,ab,PFCLA,kg
TO39652,70,WO99590,bc,0CT0A,kg
TO39653,82,WO99591,ab,0ZCYU,pcs
TO39653,70,WO99592,ab,6HF24,kg
TO39654,28,WO99593,bc,2YWHC,kg
TO39654,96,WO99594,bc,FRDYN,ltr
TO39655,62,WO99595,cd,BKLHW,kg
TO39655,89,WO99596,ab,KLVKK,kg
TO39656,46,WO99597,bc,G4USH,pcs
TO39656,45,WO99598,ed,1TKYD,ltr
TO39656,64,WO99599,bc,8VPY9,ltr
TO39657,20,WO99600,bc,H8QC6,ltr
TO39658,90,WO99601,ed,2YC8I,pcs
TO39658,85,WO99602,cd,8YIVB,ltr
TO39658,14,WO99603,cd,70QFR,kg
TO39658,80,WO99604,ed,LA6O3,pcs
TO39659,26,WO99605,cd,2DYOU,kg
TO39660,4,WO99606,ed,PS682,kg
TO39661,28,WO99607,ab,45UAK,ltr
TO39661,85,WO99608,bc,874PP,pcs
TO39661,33,WO99609,ab,G4X3T,kg
TO39662,6,WO99610,bc,C1TQ2,pcs
TO39662,49,WO99611,ab,DECAJ,ltr
TO39662,32,WO99612,bc,NDKIH,pcs
TO39663,81,WO99613,cd,T6ULB,kg
TO39664,30,WO99614,ab,Q3MIS,pcs
TO39664,26,WO99615,ed,IRDBO,kg
TO39664,31,WO99616,bc,VQN61,pcs
TO39665,18,WO99617,bc,GTO1L,kg
TO39666,59,WO99618,ed,JBWDD,kg
TO39666,39,WO99619,bc,DFUS7,pcs
TO39666,32,WO99620,bc,PIEZ7,pcs
TO39666,72,WO99621,cd,EVK7X,ltr
TO39667,15,WO99622,bc,DKRQM,pcs
TO39667,32,WO99623,bc,527V3,kg
TO39668,50,WO99624,cd,2YWHC,ltr
TO39668,83,WO99625,ab,J921H,pcs
TO39669,19,WO99626,bc,DUALA,pcs
TO39669,65,WO99627,ab,M307R,pcs
TO39670,46,WO99628,ed,GU0IG,kg
TO39670,1,WO99629,bc,O1OB7,ltr
TO39670,24,WO99630,ed,6F11Y,pcs
TO39670,93,WO99631,cd,AM4TZ,pcs
TO39671,36,WO99632,cd,2DYOU,pcs
TO39671,50,WO99633,cd,ZLRAU,kg
TO39671,31,WO99634,cd,A8NCA,ltr
TO39672,78,WO99635,ab,ZJ43J,kg
TO39672,26,WO99636,ab,DKRQM,pcs
TO39672,85,WO99637,cd,NCVSU,ltr
TO39672,37,WO99638,ab,Z26NO,pcs
TO39673,20,WO99639,bc,3IT3I,pcs
TO39674,61,WO99640,ed,F77OJ,kg
TO39675,51,WO99641,ed,K4FGX,ltr
TO39676,45,WO99642,cd,C0GVW,ltr
TO39677,70,WO99643,ed,O5UGJ,pcs
TO39677,85,WO99644,ed,59K83,kg
TO39677,78,WO99645,bc,MZC2E,pcs
TO39678,35,WO99646,ed,X2V1D,pcs
TO39678,53,WO99647,ed,RFUOX,kg
TO39678,9,WO99648,cd,BPAZF,pcs
TO39679,38,WO99649,bc,UEJ2E,pcs
TO39679,15,WO99650,ab,USB1X,kg
TO39680,77,WO99651,ed,CQOEA,kg
TO39680,5,WO99652,ed,Q4AGR,pcs
TO39681,5,WO99653,ed,0O40W,ltr
TO39681,9,WO99654,ed,EE3JS,kg
TO39681,43,WO99655,bc,HSMGR,ltr
TO39682,17,WO99656,ab,M307R,pcs
TO39682,3,WO99657,ed,7NUJX,ltr
TO39682,86,WO99658,cd,XERZE,pcs
TO39683,45,WO99659,ab,XN3AH,ltr
TO39683,19,WO99660,cd,1ASAD,pcs
TO39683,60,WO99661,ed,MG8U5,kg
TO39684,7,WO99662,ab,VFF9E,ltr
TO39684,44,WO99663,ed,R3SOL,ltr
TO39684,86,WO99664,ab,4NC2U,ltr
TO39685,12,WO99665,cd,4VO35,pcs
TO39686,76,WO99666,ed,RFBJA,kg
TO39686,5,WO99667,ed,8TNHY,kg
TO39686,85,WO99668,bc,FAYO4,ltr
TO39687,56,WO99669,ed,F77OJ,kg
TO39687,51,WO99670,bc,LYBC4,pcs
TO39688,37,WO99671,bc,C1TQ2,kg
TO39688,29,WO99672,cd,8DE2V,kg
TO39688,88,WO99673,cd,1JRUE,kg
TO39689,64,WO99674,ab,5LQMY,ltr
TO39689,23,WO99675,cd,YMAQ7,pcs
TO39689,17,WO99676,bc,AGP43,ltr
TO39689,13,WO99677,ed,EICGU,ltr
TO39690,3,WO99678,bc,AJ71R,ltr
TO39690,52,WO99679,cd,STGVP,kg
TO39690,51,WO99680,ed,8DE2V,ltr
TO39691,21,WO99681,bc,WNTOA,ltr
TO39691,85,WO99682,cd,1LDDH,kg
TO39691,54,WO99683,bc,WVOJL,pcs
TO39691,35,WO99684,ed,TRQ6D,pcs
TO39692,43,WO99685,bc,KLVKK,ltr
TO39692,94,WO99686,ed,FCMD7,kg
TO39692,78,WO99687,cd,WX86K,pcs
TO39693,42,WO99688,bc,NCS7U,pcs
TO39693,74,WO99689,cd,NNSX1,pcs
TO39693,35,WO99690,ed,K8YGF,kg
TO39694,100,WO99691,ed,RM61K,kg
TO39694,53,WO99692,ab,R04LA,kg
TO39695,33,WO99693,ab,4NC2U,ltr
TO39695,73,WO99694,ab,GRM6O,pcs
TO39696,28,WO99695,cd,28S3S,kg
TO39696,96,WO99696,ed,B2EM1,ltr
TO39696,5,WO99697,ed,ARNXH,ltr
TO39696,81,WO99698,cd,2ITVC,pcs
TO39697,99,WO99699,bc,0Z9IH,kg
TO39697,87,WO99700,bc,WKOGL,ltr
TO39698,26,WO99701,ab,7XT39,ltr
TO39699,65,WO99702,ed,JHI04,pcs
TO39699,56,WO99703,bc,G5DTW,pcs
TO39700,78,WO99704,ed,STW95,kg
TO39700,38,WO99705,ab,3A3BE,ltr
TO39700,45,WO99706,ed,J39QC,ltr
TO39701,89,WO99707,ab,RLRUD,pcs
TO39701,8,WO99708,cd,LU2D0,kg
TO39701,87,WO99709,ed,CSV10,ltr
TO39702,43,WO99710,ed,OGZBA,kg
TO39702,96,WO99711,ab,3LRLZ,ltr
TO39703,23,WO99712,bc,LGH2I,pcs
TO39704,25,WO99713,ab,XUHFP,kg
TO39704,63,WO99714,cd,DSSWQ,ltr
TO39704,18,WO99715,ab,PHOHH,ltr
TO39704,49,WO99716,bc,KEDLB,kg
TO39705,15,WO99717,ab,T9WJL,pcs
TO39705,17,WO99718,ed,ZIH31,pcs
TO39705,64,WO99719,cd,YWFJE,ltr
TO39706,77,WO99720,ab,YME4J,ltr
TO39707,26,WO99721,ed,7516Y,kg
TO39707,71,WO99722,ab,34ZQB,pcs
TO39708,46,WO99723,ed,H1XT3,kg
TO39709,62,WO99724,ab,9V4L7,pcs
TO39709,50,WO99725,bc,VN9TH,kg
TO39710,28,WO99726,bc,3DAA4,ltr
TO39710,57,WO99727,bc,DDX1K,pcs
TO39710,4,WO99728,cd,DKRQM,kg
TO39711,7,WO99729,cd,PHOHH,kg
TO39712,61,WO99730,cd,6EBN9,ltr
TO39712,72,WO99731,bc,0ZCYU,ltr
TO39712,51,WO99732,ed,GGNAZ,ltr
TO39713,88,WO99733,cd,YWGQB,ltr
TO39713,93,WO99734,ab,86R05,kg
TO39713,69,WO99735,bc,7A27U,pcs
TO39714,83,WO99736,ed,EMHL1,kg
TO39714,6,WO99737,bc,L5ZRA,kg
TO39715,70,WO99738,cd,XL9UG,pcs
TO39715,60,WO99739,ab,XRL0Y,ltr
TO39716,84,WO99740,ab,XL9UG,kg
TO39716,45,WO99741,bc,7YDM9,ltr
TO39716,20,WO99742,cd,X94XR,pcs
TO39717,95,WO99743,bc,842Y5,pcs
TO39717,100,WO99744,cd,16L2I,ltr
TO39717,87,WO99745,ed,FGSC5,kg
TO39717,96,WO99746,cd,8YIVB,ltr
TO39718,53,WO99747,ed,ICW5B,ltr
TO39719,46,WO99748,bc,5OWF3,pcs
TO39719,69,WO99749,ab,CI3YX,ltr
TO39719,80,WO99750,bc,WX86K,pcs
TO39719,18,WO99751,ed,1J6AN,ltr
TO39720,85,WO99752,ed,1TYWS,ltr
TO39721,18,WO99753,ed,EJNRL,ltr
TO39721,23,WO99754,bc,QB6E0,kg
TO39721,79,WO99755,ab,6H23U,pcs
TO39722,48,WO99756,ab,OG8HT,kg
TO39723,60,WO99757,cd,C0YG9,ltr
TO39723,15,WO99758,cd,WGNYT,pcs
TO39723,98,WO99759,bc,5PPNL,ltr
TO39724,28,WO99760,ed,DECAJ,ltr
TO39724,11,WO99761,cd,6PD21,pcs
TO39724,79,WO99762,ab,3RE1C,ltr
TO39724,97,WO99763,ed,WVOJL,ltr
TO39725,46,WO99764,cd,LXRPM,ltr
TO39725,75,WO99765,ed,VWDX4,pcs
TO39725,28,WO99766,ab,Y46SR,ltr
TO39725,16,WO99767,cd,RWHW7,ltr
TO39726,33,WO99768,ed,LBKOA,kg
TO39726,78,WO99769,ab,ODNFS,pcs
TO39726,53,WO99770,ed,14X5O,pcs
TO39726,14,WO99771,cd,9ENUX,ltr
TO39727,49,WO99772,cd,P29EC,ltr
TO39727,49,WO99773,cd,UHW1H,pcs
TO39727,63,WO99774,ed,JNY9N,kg
TO39728,27,WO99775,bc,WAM60,pcs
TO39728,63,WO99776,cd,U2JEB,pcs
TO39728,28,WO99777,bc,IST5E,pcs
TO39729,11,WO99778,ed,U3EJW,kg
TO39729,16,WO99779,cd,BM919,pcs
TO39729,55,WO99780,cd,GU0IG,pcs
TO39729,23,WO99781,ed,L8VZM,kg
TO39730,9,WO99782,bc,UE8FY,pcs
TO39730,86,WO99783,ed,KUBJR,pcs
TO39730,66,WO99784,ab,6OBAQ,ltr
TO39731,22,WO99785,cd,A0DBG,pcs
TO39731,64,WO99786,cd,H9G8V,kg
TO39731,50,WO99787,cd,9ENUX,pcs
TO39732,44,WO99788,cd,RB0IW,kg
TO39732,85,WO99789,ab,QUL0E,ltr
TO39732,10,WO99790,bc,C98ZT,pcs
TO39732,84,WO99791,bc,AJ71R,kg
TO39733,41,WO99792,ed,64QT6,pcs
TO39733,56,WO99793,ab,DN0FG,pcs
TO39734,41,WO99794,ab,M73SV,kg
TO39734,49,WO99795,ed,NVYBQ,kg
TO39735,57,WO99796,cd,OCB5T,ltr
TO39735,95,WO99797,cd,4G980,pcs
TO39735,92,WO99798,ab,BQ19V,kg
TO39736,1,WO99799,cd,J6GIW,ltr
TO39736,14,WO99800,cd,I8VQ1,pcs
TO39736,41,WO99801,ed,F77OJ,pcs
TO39737,4,WO99802,ab,HNP0Z,kg
TO39737,14,WO99803,cd,MNJRC,pcs
TO39737,64,WO99804,ab,SDBY0,pcs
TO39737,54,WO99805,ab,48878,ltr
TO39738,65,WO99806,cd,YME4J,ltr
TO39738,57,WO99807,bc,T63L3,pcs
TO39739,59,WO99808,bc,AGP43,pcs
TO39739,3,WO99809,bc,NVYBQ,pcs
TO39739,93,WO99810,ab,BVQC0,kg
TO39740,17,WO99811,cd,W2IW6,ltr
TO39741,40,WO99812,cd,HAKRT,kg
TO39741,39,WO99813,ed,IEQKA,kg
TO39741,1,WO99814,cd,Z2AAZ,kg
TO39741,55,WO99815,bc,Z8SIN,ltr
TO39742,73,WO99816,ab,EJKC1,ltr
TO39742,38,WO99817,cd,C1TQ2,pcs
TO39743,89,WO99818,bc,XN3AH,ltr
TO39743,33,WO99819,ed,ZHRES,ltr
TO39743,38,WO99820,ab,L0R0J,kg
TO39743,2,WO99821,ed,ZIH31,pcs
TO39744,96,WO99822,ed,2EWDR,ltr
TO39745,44,WO99823,cd,T7H2P,ltr
TO39745,62,WO99824,ed,LJHG2,ltr
TO39745,23,WO99825,ab,82TGR,kg
TO39746,87,WO99826,cd,5A52A,pcs
TO39747,23,WO99827,bc,J39QC,pcs
TO39747,9,WO99828,ed,1Y6EC,pcs
TO39748,74,WO99829,ab,Y7H7D,ltr
TO39748,92,WO99830,bc,ZJKSV,kg
TO39748,80,WO99831,cd,BHKK5,pcs
TO39748,78,WO99832,ed,1E6RZ,kg
TO39749,38,WO99833,ab,YPC0R,kg
TO39749,48,WO99834,ab,3C4OE,pcs
TO39749,41,WO99835,cd,MB8NP,pcs
TO39750,50,WO99836,ab,DTL6D,ltr
TO39750,32,WO99837,ed,2YWHC,ltr
TO39751,59,WO99838,cd,HBQHO,kg
TO39751,65,WO99839,cd,F77OJ,kg
TO39751,18,WO99840,cd,9X8OA,kg
TO39752,25,WO99841,bc,5JAYY,kg
TO39752,91,WO99842,ed,RFZ41,pcs
TO39752,88,WO99843,ed,3IT3I,kg
TO39753,74,WO99844,bc,PF5Q0,ltr
TO39754,74,WO99845,bc,MBYSL,kg
TO39754,98,WO99846,cd,H5U2A,pcs
TO39754,96,WO99847,cd,RFBJA,kg
TO39754,44,WO99848,cd,PNA5J,ltr
TO39755,82,WO99849,cd,EINRW,kg
TO39756,21,WO99850,cd,VF0IZ,pcs
TO39756,92,WO99851,bc,A43B6,pcs
TO39756,10,WO99852,bc,MZQ72,pcs
TO39756,48,WO99853,ed,VN9TH,pcs
TO39757,63,WO99854,ab,JE6H2,ltr
TO39757,77,WO99855,cd,6UBGY,kg
TO39758,2,WO99856,bc,540ZT,ltr
TO39759,14,WO99857,ed,C0GVW,ltr
TO39759,80,WO99858,ed,MF5DS,pcs
TO39759,64,WO99859,bc,V1DRL,kg
TO39760,77,WO99860,ab,5IDZQ,ltr
TO39760,39,WO99861,ab,MKW1Z,ltr
TO39760,1,WO99862,ab,XE9EB,pcs
TO39760,86,WO99863,cd,PFCLA,pcs
TO39761,94,WO99864,bc,3CG8O,kg
TO39761,8,WO99865,cd,09B8J,ltr
TO39761,61,WO99866,ed,21U7W,pcs
TO39762,20,WO99867,ed,PI1KP,ltr
TO39762,73,WO99868,ed,1U2CE,pcs
TO39762,24,WO99869,ed,8DE2V,ltr
TO39763,68,WO99870,bc,C9CUE,pcs
TO39763,33,WO99871,ed,ZUJ10,pcs
TO39764,59,WO99872,ab,NXH7F,pcs
TO39764,66,WO99873,cd,1LDDH,ltr
TO39764,21,WO99874,cd,VKZIJ,pcs
TO39764,78,WO99875,ed,5F7UJ,ltr
TO39765,99,WO99876,cd,4RUJF,pcs
TO39766,15,WO99877,bc,A8KFA,ltr
TO39766,69,WO99878,bc,6J46A,pcs
TO39766,64,WO99879,bc,L5ZRA,ltr
TO39767,98,WO99880,bc,MKPFF,pcs
TO39767,48,WO99881,ab,3RE1C,kg
TO39767,60,WO99882,ed,CH2EE,kg
TO39768,100,WO99883,ed,W2L5A,ltr
TO39768,39,WO99884,ed,KTWZR,pcs
TO39768,89,WO99885,ab,MZC2E,pcs
TO39769,26,WO99886,ed,K8O7G,kg
TO39769,83,WO99887,cd,PM73L,pcs
TO39769,16,WO99888,ab,6SKXZ,kg
TO39770,16,WO99889,ab,3RE1C,ltr
TO39770,19,WO99890,bc,Y7H7D,ltr
TO39770,65,WO99891,bc,ORZPU,ltr
TO39771,9,WO99892,bc,016KS,pcs
TO39771,10,WO99893,ab,Z3ZL1,kg
TO39772,98,WO99894,ed,PKQ8A,kg
TO39772,85,WO99895,ed,PITE4,pcs
TO39773,40,WO99896,ab,SDBY0,kg
TO39774,88,WO99897,bc,TD85H,pcs
TO39774,19,WO99898,bc,C0GVW,pcs
TO39775,44,WO99899,ab,1JRUE,pcs
TO39775,85,WO99900,ed,SJEZX,ltr
TO39775,33,WO99901,bc,9X2XJ,kg
TO39776,91,WO99902,cd,1QCO0,ltr
TO39777,79,WO99903,ab,SE1HL,ltr
TO39777,30,WO99904,ab,A123O,ltr
TO39777,88,WO99905,cd,LR8L9,pcs
TO39777,100,WO99906,ab,I505S,ltr
TO39778,75,WO99907,cd,68174,pcs
TO39778,25,WO99908,bc,K4FGX,ltr
TO39779,49,WO99909,bc,A0VUE,kg
TO39779,23,WO99910,ed,3YLJY,kg
TO39779,84,WO99911,ab,Y6EYS,pcs
TO39779,22,WO99912,ed,4R6G4,pcs
TO39780,92,WO99913,bc,6JQ91,pcs
TO39780,35,WO99914,ab,W1F3L,pcs
TO39780,55,WO99915,bc,0HSYH,ltr
TO39781,29,WO99916,cd,44Z79,pcs
TO39781,55,WO99917,cd,VJNZ7,pcs
TO39781,29,WO99918,ed,2UEB6,ltr
TO39782,61,WO99919,bc,A6OFE,kg
TO39782,24,WO99920,ed,GMY0G,kg
TO39782,22,WO99921,ed,NNSX1,kg
TO39783,60,WO99922,cd,93UZL,ltr
TO39783,76,WO99923,cd,EVCXC,ltr
TO39784,9,WO99924,bc,RWHW7,kg
TO39784,62,WO99925,ed,WVIXR,pcs
TO39784,30,WO99926,ab,1S3XT,kg
TO39784,83,WO99927,ab,1E6RZ,pcs
TO39785,81,WO99928,bc,QJWE6,kg
TO39785,54,WO99929,ab,EVCXC,kg
TO39785,97,WO99930,ed,PHOHH,ltr
TO39785,2,WO99931,bc,OZWUQ,ltr
TO39786,78,WO99932,ed,FNER9,pcs
TO39786,46,WO99933,cd,SJM1T,pcs
TO39786,99,WO99934,cd,00J6T,ltr
TO39786,74,WO99935,ab,3UDFP,kg
TO39787,58,WO99936,ab,LQTHD,ltr
TO39788,84,WO99937,ab,NFA0S,kg
TO39788,28,WO99938,bc,6UDZV,kg
TO39788,70,WO99939,ab,1ORSF,ltr
TO39788,5,WO99940,cd,RFZ41,kg
TO39789,31,WO99941,ed,9UT4J,ltr
TO39789,63,WO99942,ab,JVWQ5,pcs
TO39789,90,WO99943,cd,OHI2O,ltr
TO39790,91,WO99944,ed,1BU0Q,pcs
TO39791,93,WO99945,ab,RDW7Z,kg
TO39792,35,WO99946,bc,BVQC0,pcs
TO39792,15,WO99947,ed,54RYW,pcs
TO39792,28,WO99948,ed,IJR2E,ltr
TO39793,72,WO99949,ed,DAJOD,pcs
TO39793,4,WO99950,bc,LR8L9,pcs
TO39794,31,WO99951,ed,AG530,kg
TO39795,44,WO99952,ab,JS214,ltr
TO39795,47,WO99953,cd,SE1HL,ltr
TO39795,78,WO99954,ab,ZWIG7,ltr
TO39796,76,WO99955,ab,XLDS2,ltr
TO39796,44,WO99956,ed,XERZE,pcs
TO39797,53,WO99957,cd,VFF90,ltr
TO39798,57,WO99958,ed,0695F,pcs
TO39798,25,WO99959,bc,3A3BE,ltr
TO39799,80,WO99960,ed,00J6T,ltr
TO39799,77,WO99961,bc,Z8SIN,kg
TO39799,4,WO99962,bc,C4SWO,kg
TO39799,74,WO99963,cd,I8VQ1,pcs
TO39800,67,WO99964,bc,PH9XP,ltr
TO39800,100,WO99965,cd,8934V,ltr
TO39800,33,WO99966,ab,A0VUE,ltr
TO39801,57,WO99967,ab,4RUJF,kg
TO39801,8,WO99968,ed,0Z9IH,kg
TO39802,30,WO99969,cd,0CHBP,ltr
TO39802,44,WO99970,bc,6IR6U,ltr
TO39802,92,WO99971,bc,2EWDR,kg
TO39802,22,WO99972,bc,DJWPG,ltr
TO39803,58,WO99973,ab,GU0IG,kg
TO39803,16,WO99974,bc,J39QC,ltr
TO39803,69,WO99975,ab,69NM9,kg
TO39804,81,WO99976,ed,RWHW7,ltr
TO39804,35,WO99977,ab,UHI9M,kg
TO39805,47,WO99978,ed,ZUJ10,kg
TO39805,85,WO99979,bc,6IR6U,ltr
TO39805,17,WO99980,ed,I8VQ1,pcs
TO39806,21,WO99981,ab,G8OHD,kg
TO39806,23,WO99982,ab,16JOE,pcs
TO39806,51,WO99983,ed,70CMI,ltr
TO39806,36,WO99984,ab,FRDYN,ltr
TO39807,24,WO99985,cd,HBCF1,ltr
TO39808,6,WO99986,cd,ZA0RY,pcs
TO39808,23,WO99987,ab,VK1L3,pcs
TO39808,87,WO99988,cd,LCYC3,pcs
TO39809,24,WO99989,cd,3SVJE,pcs
TO39810,76,WO99990,ed,Y2C6D,kg
TO39810,20,WO99991,ed,OZA93,pcs
TO39810,38,WO99992,bc,NNSX1,ltr
TO39811,12,WO99993,ab,7IQYD,kg
TO39811,75,WO99994,ab,R30ZT,pcs
TO39812,79,WO99995,cd,2KZ4F,pcs
TO39812,64,WO99996,bc,SMY65,kg
TO39812,22,WO99997,cd,ODNFS,pcs
TO39813,27,WO99998,ab,38A2Z,kg
TO39813,16,WO99999,cd,9XIS4,kg
TO39813,19,WO100000,ab,MKPFF,kg
TO39814,62,WO100001,bc,2FDTG,pcs
TO39814,97,WO100002,ab,W6LRB,pcs
TO39814,16,WO100003,ed,0Z9IH,pcs
TO39814,75,WO100004,ab,U80AP,kg
TO39815,63,WO100005,ab,PI1KP,pcs
TO39815,57,WO100006,ab,5IIHH,kg
TO39815,45,WO100007,ab,1TYWS,ltr
TO39815,76,WO100008,ed,V58Z9,ltr
TO39816,3,WO100009,cd,CTTCV,pcs
TO39816,35,WO100010,bc,DAJOD,pcs
TO39817,54,WO100011,ed,MBYSL,kg
TO39817,73,WO100012,bc,J39QC,pcs
TO39817,15,WO100013,cd,EDWFO,pcs
TO39818,97,WO100014,ed,93UZL,kg
TO39819,37,WO100015,ed,PFCLA,kg
TO39819,11,WO100016,ab,P29EC,kg
TO39819,46,WO100017,ed,5OWF3,kg
TO39820,43,WO100018,cd,KE3FA,ltr
TO39820,9,WO100019,cd,3IT3I,ltr
TO39820,95,WO100020,ab,3AJVO,ltr
TO39821,30,WO100021,ab,10AYB,ltr
TO39821,48,WO100022,bc,WVIXR,ltr
TO39821,7,WO100023,cd,PFCLA,kg
TO39821,76,WO100024,bc,MQXG8,ltr
TO39822,48,WO100025,cd,EUZ9S,pcs
TO39822,39,WO100026,ed,1KLV0,pcs
TO39823,28,WO100027,bc,JHYM7,kg
TO39824,82,WO100028,ed,8IAK4,ltr
TO39824,68,WO100029,ed,EJKC1,ltr
TO39824,86,WO100030,cd,8YIVB,ltr
TO39825,39,WO100031,bc,6H23U,pcs
TO39826,46,WO100032,ed,YME4J,pcs
TO39826,39,WO100033,cd,HSMGR,pcs
TO39826,88,WO100034,bc,C3IC9,pcs
TO39827,64,WO100035,ed,S6J9V,ltr
