transferOrdNo,quantity,woNumber,franchise,product,uom
TO37469,94,WO93912,cd,M1QOV,kg
TO37469,87,WO93913,ed,3F79R,pcs
TO37469,47,WO93914,ed,828NX,pcs
TO37470,39,WO93915,cd,WQZ8E,ltr
TO37471,91,WO93916,ed,N10JL,kg
TO37472,72,WO93917,ab,VYV9N,kg
TO37472,17,WO93918,ab,XG6CJ,ltr
TO37473,35,WO93919,cd,VJ3JM,pcs
TO37473,42,WO93920,bc,UW3UB,pcs
TO37474,20,WO93921,bc,VOV3A,pcs
TO37475,5,WO93922,ab,2H0LZ,pcs
TO37475,99,WO93923,ed,QLFIM,pcs
TO37475,9,WO93924,cd,E71S3,kg
TO37475,79,WO93925,ab,DUABW,pcs
TO37476,18,WO93926,bc,PJMTZ,kg
TO37476,90,WO93927,cd,DCR8J,ltr
TO37476,77,WO93928,ab,CX9LH,ltr
TO37476,11,WO93929,ab,DCJTF,kg
TO37477,59,WO93930,ed,Y3Y1H,pcs
TO37477,94,WO93931,bc,5FWYQ,pcs
TO37477,77,WO93932,ed,OH267,pcs
TO37477,95,WO93933,cd,1RK80,kg
TO37478,72,WO93934,ab,AJL9M,pcs
TO37478,31,WO93935,ed,SGC5Y,pcs
TO37478,74,WO93936,ed,5R6DD,pcs
TO37479,29,WO93937,cd,GZANS,pcs
TO37479,51,WO93938,ed,K98PQ,kg
TO37479,23,WO93939,bc,JTURZ,ltr
TO37479,49,WO93940,ab,59SQA,kg
TO37480,28,WO93941,ed,Z9E14,ltr
TO37480,12,WO93942,cd,QBH9B,kg
TO37480,33,WO93943,cd,3SZ0Z,ltr
TO37480,63,WO93944,ed,VEZMD,kg
TO37481,8,WO93945,ab,ZADVC,kg
TO37481,29,WO93946,ed,PF7X6,ltr
TO37481,6,WO93947,ed,O4NXZ,kg
TO37481,38,WO93948,ab,KVYTD,ltr
TO37482,30,WO93949,bc,US1CM,pcs
TO37482,96,WO93950,cd,O6VSA,ltr
TO37482,53,WO93951,bc,ZUZ5P,ltr
TO37483,75,WO93952,ed,HVML2,kg
TO37483,4,WO93953,ab,MZ2BZ,kg
TO37484,41,WO93954,ab,9S48F,pcs
TO37484,38,WO93955,cd,NHSOU,pcs
TO37485,52,WO93956,cd,Z3GYB,pcs
TO37486,74,WO93957,ed,9H94B,ltr
TO37486,52,WO93958,ab,K49LY,ltr
TO37486,74,WO93959,cd,AEI9C,kg
TO37486,45,WO93960,ed,MBJRU,kg
TO37487,86,WO93961,ab,V7MHY,ltr
TO37487,63,WO93962,cd,JTURZ,pcs
TO37487,95,WO93963,ab,8LC2H,kg
TO37488,47,WO93964,cd,YA989,ltr
TO37488,22,WO93965,cd,XZW3K,ltr
TO37488,31,WO93966,bc,EH23N,ltr
TO37488,10,WO93967,ab,HWEZ8,ltr
TO37489,3,WO93968,bc,0JAS1,kg
TO37490,31,WO93969,cd,56OEC,kg
TO37491,41,WO93970,cd,ZM89L,kg
TO37491,97,WO93971,cd,I2N8O,ltr
TO37491,88,WO93972,ed,BG4WU,pcs
TO37491,52,WO93973,ab,VHBOS,kg
TO37492,38,WO93974,ed,L808W,ltr
TO37492,91,WO93975,bc,WGPSX,kg
TO37493,90,WO93976,bc,HE3L9,ltr
TO37494,58,WO93977,ed,O31WW,pcs
TO37494,28,WO93978,bc,IP90I,ltr
TO37495,35,WO93979,ab,Y7L48,kg
TO37495,80,WO93980,cd,WTWTF,ltr
TO37495,90,WO93981,ed,4W1XI,kg
TO37495,53,WO93982,bc,GV7YC,pcs
TO37496,1,WO93983,bc,T0Z5A,pcs
TO37496,99,WO93984,ed,EDCZB,pcs
TO37496,81,WO93985,ab,OJZJY,kg
TO37496,73,WO93986,bc,I36LM,pcs
TO37497,54,WO93987,cd,O31WW,ltr
TO37497,1,WO93988,bc,JLD49,kg
TO37497,92,WO93989,ab,E71S3,kg
TO37498,97,WO93990,bc,QNWBR,kg
TO37499,38,WO93991,cd,9DVV5,ltr
TO37499,61,WO93992,ed,BX0LL,pcs
TO37499,97,WO93993,bc,784FH,pcs
TO37499,71,WO93994,ed,73SQ9,ltr
TO37500,100,WO93995,ed,LMJPL,pcs
TO37500,39,WO93996,cd,50BZD,pcs
TO37500,63,WO93997,ed,O18LK,pcs
TO37500,93,WO93998,cd,2Y581,kg
TO37501,97,WO93999,bc,SRJJQ,kg
TO37502,60,WO94000,ab,C0DAO,pcs
TO37502,69,WO94001,ed,5X7KQ,ltr
TO37502,6,WO94002,cd,R6HEM,kg
TO37502,66,WO94003,bc,7CM9J,ltr
TO37503,39,WO94004,bc,THYVW,kg
TO37503,89,WO94005,ed,2Y581,pcs
TO37503,80,WO94006,cd,TBF26,pcs
TO37504,64,WO94007,ed,DWWQ5,kg
TO37504,23,WO94008,ed,O31WW,kg
TO37504,1,WO94009,bc,2FJHR,pcs
TO37504,80,WO94010,ed,MAFZ2,ltr
TO37505,33,WO94011,ed,4OSHU,pcs
TO37506,2,WO94012,bc,TWR4E,pcs
TO37506,66,WO94013,ed,2Y581,kg
TO37506,3,WO94014,ab,XIMCU,ltr
TO37507,39,WO94015,ed,EH23N,pcs
TO37508,12,WO94016,ed,DDBFI,pcs
TO37508,16,WO94017,cd,Z9E14,kg
TO37508,93,WO94018,cd,2PPYN,ltr
TO37508,92,WO94019,ab,SF8S8,kg
TO37509,12,WO94020,bc,KD1Y1,ltr
TO37510,2,WO94021,bc,8EULV,pcs
TO37511,31,WO94022,bc,BGXLE,pcs
TO37511,69,WO94023,ab,QHS2D,kg
TO37511,87,WO94024,bc,6DSVN,pcs
TO37512,75,WO94025,ab,14A0V,kg
TO37512,99,WO94026,bc,6DSVN,kg
TO37512,63,WO94027,cd,I5TI3,ltr
TO37513,43,WO94028,ed,4G5FR,pcs
TO37513,14,WO94029,ed,GJM36,kg
TO37513,18,WO94030,cd,BQN19,pcs
TO37513,59,WO94031,bc,4B3P2,pcs
TO37514,45,WO94032,ed,Q9YIH,kg
TO37515,39,WO94033,bc,THYVW,ltr
TO37515,4,WO94034,ab,FFDRK,kg
TO37516,70,WO94035,cd,BMG6S,pcs
TO37517,46,WO94036,cd,9AA4Y,kg
TO37517,12,WO94037,bc,PRWU7,pcs
TO37517,62,WO94038,ab,I36LM,ltr
TO37518,76,WO94039,ed,WN4JT,kg
TO37518,55,WO94040,cd,TLMHY,pcs
TO37518,46,WO94041,cd,IN35J,kg
TO37518,41,WO94042,bc,VSSKC,kg
TO37519,69,WO94043,cd,109TR,kg
TO37519,26,WO94044,cd,CU8EH,ltr
TO37520,53,WO94045,ab,SUVL9,ltr
TO37520,26,WO94046,ab,LLFIE,ltr
TO37520,56,WO94047,cd,GBX41,pcs
TO37521,30,WO94048,bc,XI353,kg
TO37521,80,WO94049,cd,DEBGB,pcs
TO37521,46,WO94050,bc,JXEQA,pcs
TO37522,82,WO94051,ab,WJULX,kg
TO37522,11,WO94052,ab,YV5SN,kg
TO37522,78,WO94053,ed,73SQ9,ltr
TO37522,40,WO94054,bc,X82SM,ltr
TO37523,81,WO94055,bc,PRRT1,ltr
TO37523,87,WO94056,ed,KFP8W,pcs
TO37523,96,WO94057,cd,2PGU9,ltr
TO37523,55,WO94058,cd,331FJ,kg
TO37524,96,WO94059,cd,B7P15,kg
TO37524,38,WO94060,bc,0HS0B,kg
TO37524,47,WO94061,ab,4PRVW,kg
TO37524,59,WO94062,ab,ATJXV,pcs
TO37525,6,WO94063,ed,WY18P,ltr
TO37525,35,WO94064,cd,AGT1M,pcs
TO37526,38,WO94065,ed,SKO2B,pcs
TO37527,79,WO94066,ed,PS9PE,ltr
TO37527,94,WO94067,bc,QEESP,kg
TO37527,69,WO94068,ed,1TRDY,kg
TO37527,45,WO94069,ed,VCJA5,pcs
TO37528,82,WO94070,ab,D5XEF,kg
TO37528,55,WO94071,ed,8966T,ltr
TO37528,69,WO94072,bc,ZXW3M,ltr
TO37529,50,WO94073,bc,Q9YIH,ltr
TO37529,19,WO94074,bc,C8T4V,ltr
TO37530,46,WO94075,cd,RWLLN,kg
TO37530,83,WO94076,ed,SF8S8,ltr
TO37531,73,WO94077,bc,2JLET,pcs
TO37531,58,WO94078,bc,QM4BI,ltr
TO37532,32,WO94079,cd,3MA4I,kg
TO37532,99,WO94080,ab,AF5I3,pcs
TO37532,34,WO94081,cd,WHWYQ,pcs
TO37533,35,WO94082,cd,XG5NH,kg
TO37533,54,WO94083,bc,JDL7G,pcs
TO37533,88,WO94084,ed,LF3AL,kg
TO37533,65,WO94085,cd,RA1TV,ltr
TO37534,31,WO94086,cd,E3PJW,kg
TO37534,7,WO94087,bc,FFDRK,kg
TO37535,35,WO94088,ed,CW7YJ,pcs
TO37535,38,WO94089,bc,DUABW,kg
TO37535,78,WO94090,ed,GNO7H,ltr
TO37536,22,WO94091,ab,TBLFX,ltr
TO37536,77,WO94092,cd,1JHA3,ltr
TO37536,14,WO94093,bc,RRV7S,kg
TO37536,7,WO94094,bc,ODGGP,pcs
TO37537,67,WO94095,bc,BO6VP,ltr
TO37538,51,WO94096,bc,Q0U26,ltr
TO37538,31,WO94097,cd,4T7UT,pcs
TO37539,63,WO94098,ed,3C9PR,ltr
TO37539,72,WO94099,ab,6JBQR,kg
TO37539,65,WO94100,bc,K98PQ,ltr
TO37539,33,WO94101,ed,56XO5,kg
TO37540,80,WO94102,bc,XRD29,ltr
TO37540,22,WO94103,bc,YU77U,kg
TO37541,1,WO94104,bc,8LM0N,pcs
TO37542,83,WO94105,cd,A7W9Z,kg
TO37542,4,WO94106,bc,YGGRM,ltr
TO37542,56,WO94107,ab,H748B,ltr
TO37542,13,WO94108,ed,QNWBR,pcs
TO37543,66,WO94109,cd,GY6RA,pcs
TO37543,98,WO94110,ed,6FEFW,kg
TO37543,61,WO94111,bc,HAL3C,ltr
TO37544,99,WO94112,cd,E6XAK,ltr
TO37544,78,WO94113,ab,I8LV6,pcs
TO37544,75,WO94114,ed,0VZQF,kg
TO37545,33,WO94115,ed,SX2W0,ltr
TO37545,47,WO94116,ab,9NVM9,ltr
TO37545,63,WO94117,cd,OOMCA,kg
TO37546,87,WO94118,ab,UMFEY,pcs
TO37547,59,WO94119,bc,ZRAG5,pcs
TO37547,66,WO94120,ab,AW7TN,ltr
TO37547,89,WO94121,ed,9CNHA,kg
TO37548,6,WO94122,ed,1WFGC,pcs
TO37548,63,WO94123,ab,ZW1X7,pcs
TO37548,74,WO94124,cd,4KETD,ltr
TO37548,52,WO94125,ab,RNGME,pcs
TO37549,71,WO94126,ed,PZFL3,ltr
TO37549,42,WO94127,ab,R8I7O,ltr
TO37549,4,WO94128,ed,413X1,ltr
TO37549,8,WO94129,bc,WIZ9P,kg
TO37550,85,WO94130,bc,HNZ5R,ltr
TO37551,91,WO94131,cd,WSOI0,kg
TO37552,38,WO94132,cd,LCSXJ,ltr
TO37552,34,WO94133,ab,IG37Z,pcs
TO37553,11,WO94134,ed,N26W3,ltr
TO37553,100,WO94135,ed,AW7TN,kg
TO37554,91,WO94136,bc,Z7I2A,pcs
TO37554,83,WO94137,bc,LLFIE,kg
TO37555,16,WO94138,bc,NVBL9,kg
TO37555,54,WO94139,ed,0VPRG,kg
TO37556,2,WO94140,ab,YII8B,kg
TO37556,46,WO94141,ab,GJM36,kg
TO37556,14,WO94142,ed,5YOIY,kg
TO37557,34,WO94143,ab,J7BZ6,pcs
TO37557,38,WO94144,ed,9JNIH,pcs
TO37558,85,WO94145,ed,Q8DQ8,pcs
TO37558,82,WO94146,bc,1GXNP,ltr
TO37558,3,WO94147,ed,0PEYK,ltr
TO37559,32,WO94148,ab,ZFZ3G,kg
TO37559,59,WO94149,ed,EOSV2,kg
TO37559,87,WO94150,cd,UFGSZ,ltr
TO37560,39,WO94151,ed,F5CBK,ltr
TO37560,80,WO94152,ed,GH6D9,ltr
TO37560,39,WO94153,ab,AEI9C,pcs
TO37561,79,WO94154,ab,2K1V5,pcs
TO37561,17,WO94155,bc,K2M0E,kg
TO37562,27,WO94156,bc,8BHKL,kg
TO37562,81,WO94157,bc,2HZZE,ltr
TO37562,46,WO94158,ed,GH6D9,pcs
TO37562,62,WO94159,bc,FJWK1,pcs
TO37563,16,WO94160,ed,QPSFF,kg
TO37564,77,WO94161,cd,ZMFN9,kg
TO37564,9,WO94162,bc,89LBB,kg
TO37565,51,WO94163,cd,MR8EP,pcs
TO37566,89,WO94164,ab,K10RP,kg
TO37566,1,WO94165,ab,CEAVJ,kg
TO37566,92,WO94166,bc,8PZL2,pcs
TO37566,60,WO94167,ab,TQYBF,kg
TO37567,36,WO94168,bc,YISYD,pcs
TO37567,94,WO94169,ab,1BORE,ltr
TO37567,67,WO94170,ab,6XGHS,ltr
TO37568,23,WO94171,ab,NBDD3,kg
TO37568,34,WO94172,cd,WQVZY,ltr
TO37568,79,WO94173,cd,FKG6V,ltr
TO37569,56,WO94174,cd,8LM0N,kg
TO37569,56,WO94175,cd,FUC2T,kg
TO37570,64,WO94176,bc,J29NQ,kg
TO37570,44,WO94177,ed,R8I7O,ltr
TO37570,41,WO94178,bc,5RBJB,kg
TO37570,80,WO94179,ed,GLYWR,pcs
TO37571,17,WO94180,ab,PD0VY,kg
TO37572,40,WO94181,ed,2IOU2,ltr
TO37572,18,WO94182,ed,CEAVJ,kg
TO37573,97,WO94183,ab,8EULV,kg
TO37574,73,WO94184,ed,78K68,ltr
TO37575,2,WO94185,ed,9323G,kg
TO37575,5,WO94186,bc,2PB7N,ltr
TO37576,33,WO94187,bc,3HNI6,kg
TO37576,46,WO94188,ed,MBJRU,kg
TO37576,58,WO94189,cd,Q51U7,kg
TO37576,80,WO94190,ab,72KFJ,kg
TO37577,46,WO94191,bc,PRWU7,kg
TO37578,18,WO94192,bc,H748B,kg
TO37579,21,WO94193,bc,2US5G,pcs
TO37579,72,WO94194,ed,39TOG,pcs
TO37579,2,WO94195,cd,07DHI,ltr
TO37579,93,WO94196,ed,MBD8Z,pcs
TO37580,41,WO94197,ed,6TO1K,pcs
TO37580,16,WO94198,ed,0NFAR,pcs
TO37580,30,WO94199,bc,PGAVE,pcs
TO37580,47,WO94200,cd,H6UDX,ltr
TO37581,31,WO94201,ed,72P0H,kg
TO37581,99,WO94202,ed,SGC5Y,pcs
TO37581,29,WO94203,bc,T0Z5A,ltr
TO37582,87,WO94204,cd,S1U31,pcs
TO37582,76,WO94205,ed,XSU0U,pcs
TO37582,48,WO94206,ed,YGGRM,pcs
TO37583,5,WO94207,ed,0F9N1,kg
TO37583,66,WO94208,bc,50BZD,kg
TO37583,74,WO94209,ab,N0A7E,pcs
TO37583,37,WO94210,bc,2FJHR,ltr
TO37584,52,WO94211,cd,1CQSX,kg
TO37584,11,WO94212,bc,QVJNA,kg
TO37584,37,WO94213,ed,8LM0N,kg
TO37584,13,WO94214,ab,BSYWA,pcs
TO37585,97,WO94215,ab,NUXGX,ltr
TO37585,47,WO94216,cd,Z5D8M,pcs
TO37586,51,WO94217,cd,BMQ61,kg
TO37586,89,WO94218,ab,29NNK,kg
TO37586,56,WO94219,ed,KQ04U,kg
TO37586,43,WO94220,cd,UJ8J9,pcs
TO37587,14,WO94221,ab,1BORE,ltr
TO37588,48,WO94222,cd,RWLLN,ltr
TO37588,71,WO94223,bc,YUQC1,pcs
TO37589,65,WO94224,ab,OZ8EO,kg
TO37589,87,WO94225,ab,5568X,ltr
TO37589,74,WO94226,ab,UJ8J9,ltr
TO37590,12,WO94227,cd,9DVV5,kg
TO37590,79,WO94228,bc,J78XF,kg
TO37590,48,WO94229,bc,YTHIK,kg
TO37590,14,WO94230,bc,RL5JO,kg
TO37591,33,WO94231,ab,XI353,pcs
TO37591,10,WO94232,bc,A8OIE,ltr
TO37591,72,WO94233,ab,5IVXW,pcs
TO37591,28,WO94234,ab,BX6RB,ltr
TO37592,2,WO94235,ab,T32IU,ltr
TO37592,33,WO94236,cd,0PTGT,pcs
TO37592,88,WO94237,cd,P60FJ,ltr
TO37592,51,WO94238,cd,94E0W,pcs
TO37593,56,WO94239,ab,ZXW3M,kg
TO37593,86,WO94240,ab,V3QNM,pcs
TO37593,81,WO94241,ab,L9ER4,pcs
TO37593,46,WO94242,cd,50X8G,kg
TO37594,40,WO94243,ed,R8I7O,pcs
TO37594,82,WO94244,ed,F91T0,kg
TO37595,63,WO94245,bc,LV8PL,kg
TO37595,52,WO94246,bc,U3CC1,kg
TO37595,25,WO94247,cd,72KFJ,ltr
TO37595,1,WO94248,bc,VCXRW,ltr
TO37596,26,WO94249,cd,LW533,ltr
TO37596,25,WO94250,ed,3XEL4,ltr
TO37597,69,WO94251,cd,MJ3GH,pcs
TO37597,59,WO94252,ed,12BNR,kg
TO37597,37,WO94253,bc,3E0LQ,pcs
TO37597,94,WO94254,cd,1FJ3N,ltr
TO37598,60,WO94255,cd,FRG1L,ltr
TO37599,96,WO94256,bc,50JKS,ltr
TO37600,32,WO94257,bc,5IVXW,kg
TO37601,59,WO94258,ed,0SV5N,kg
TO37601,19,WO94259,ed,CEC2Z,ltr
TO37601,50,WO94260,bc,0R3IV,pcs
TO37602,47,WO94261,cd,N26W3,pcs
TO37602,14,WO94262,cd,72KFJ,kg
TO37603,98,WO94263,bc,QTRT4,pcs
TO37603,9,WO94264,cd,J233J,pcs
TO37603,80,WO94265,cd,8L0D1,ltr
TO37604,95,WO94266,cd,2PB7N,ltr
TO37604,29,WO94267,ed,FKG6V,ltr
TO37604,40,WO94268,ed,1WFGC,kg
TO37605,69,WO94269,cd,67P36,kg
TO37606,28,WO94270,ab,BX0LL,ltr
TO37606,28,WO94271,ed,PJ006,kg
TO37607,77,WO94272,cd,WHWYQ,ltr
TO37607,66,WO94273,ed,A7W9Z,pcs
TO37607,69,WO94274,ab,HO2T4,pcs
TO37607,43,WO94275,cd,3SZ0Z,pcs
TO37608,22,WO94276,cd,2HPJC,kg
TO37608,92,WO94277,ab,KFP8W,kg
TO37608,50,WO94278,bc,SF8S8,ltr
TO37608,39,WO94279,cd,JYK4E,kg
TO37609,25,WO94280,cd,QTRT4,kg
TO37609,15,WO94281,bc,J7CIE,pcs
TO37610,13,WO94282,bc,MEG3Y,ltr
TO37611,71,WO94283,ab,U729N,pcs
TO37611,57,WO94284,ed,H76CV,kg
TO37612,10,WO94285,bc,QBPIL,ltr
TO37612,82,WO94286,bc,EIR2S,kg
TO37612,29,WO94287,bc,333I2,ltr
TO37612,23,WO94288,ab,IQZUP,ltr
TO37613,45,WO94289,bc,PF7X6,ltr
TO37613,22,WO94290,bc,EDCZB,ltr
TO37613,94,WO94291,cd,J7CIE,kg
TO37614,72,WO94292,ed,1CWB2,kg
TO37615,27,WO94293,bc,QA9EI,kg
TO37615,27,WO94294,ab,CDM23,kg
TO37616,10,WO94295,ed,0JAS1,kg
TO37616,98,WO94296,ab,THYVW,pcs
TO37616,96,WO94297,cd,QHS2D,kg
TO37617,38,WO94298,cd,SZNCY,kg
TO37617,13,WO94299,bc,PED0B,pcs
TO37617,78,WO94300,cd,FUC2T,ltr
TO37618,49,WO94301,bc,WBIQB,pcs
TO37619,50,WO94302,bc,DCR8J,kg
TO37619,37,WO94303,bc,2Y581,ltr
TO37620,47,WO94304,cd,L5QVZ,ltr
TO37620,67,WO94305,bc,QFE77,ltr
TO37621,69,WO94306,cd,SKO2B,kg
TO37621,61,WO94307,ab,QYQMI,pcs
TO37622,22,WO94308,cd,XG5NH,kg
TO37622,32,WO94309,ed,50JKS,kg
TO37622,82,WO94310,ed,MIJD4,pcs
TO37622,34,WO94311,ab,A0OK3,pcs
TO37623,55,WO94312,ed,HVUPO,kg
TO37623,40,WO94313,bc,QXCEY,pcs
TO37623,5,WO94314,bc,4CD6F,pcs
TO37623,89,WO94315,ab,T8J57,pcs
TO37624,80,WO94316,bc,SX2W0,ltr
TO37624,27,WO94317,ed,OZ8EO,pcs
TO37624,7,WO94318,bc,I39L6,kg
TO37625,29,WO94319,ab,Z9RF2,pcs
TO37625,35,WO94320,cd,0RN8N,kg
TO37625,88,WO94321,bc,J78XF,pcs
TO37625,91,WO94322,ed,ITILP,pcs
TO37626,74,WO94323,ed,A0G76,pcs
TO37627,35,WO94324,ab,GKLT0,pcs
TO37627,48,WO94325,cd,DEBGB,kg
TO37628,1,WO94326,ed,A8OIE,kg
TO37628,46,WO94327,bc,2BA7Y,pcs
TO37628,65,WO94328,bc,TYGVR,pcs
TO37628,37,WO94329,bc,KTL94,ltr
TO37629,99,WO94330,ed,4EYX1,ltr
TO37629,3,WO94331,ed,MMI12,kg
TO37629,69,WO94332,ed,0JAS1,pcs
TO37630,4,WO94333,bc,6Y929,kg
TO37631,66,WO94334,bc,6NUPS,pcs
TO37631,45,WO94335,bc,UFGSZ,ltr
TO37631,8,WO94336,cd,36FMF,ltr
TO37632,51,WO94337,ed,XCW05,ltr
TO37632,77,WO94338,bc,5IVXW,ltr
TO37633,57,WO94339,ed,2EKZ8,kg
TO37633,9,WO94340,cd,50BZD,ltr
TO37633,83,WO94341,cd,FSXC0,ltr
TO37633,49,WO94342,bc,EXBCC,ltr
TO37634,1,WO94343,bc,U3CC1,pcs
TO37634,83,WO94344,bc,THYVW,pcs
TO37635,60,WO94345,ab,3BUWM,pcs
TO37635,6,WO94346,ed,WHG9X,kg
TO37635,25,WO94347,cd,9AA4Y,ltr
TO37636,78,WO94348,cd,DDORO,pcs
TO37636,56,WO94349,bc,YBXAQ,kg
TO37637,39,WO94350,cd,Z27PB,pcs
TO37637,27,WO94351,ed,9D24N,pcs
TO37637,4,WO94352,ab,CDM23,pcs
TO37637,98,WO94353,ed,JS86N,ltr
TO37638,2,WO94354,ed,Z27PB,kg
TO37638,47,WO94355,cd,744FO,ltr
TO37639,25,WO94356,cd,TDTDO,kg
TO37639,2,WO94357,ab,9532V,pcs
TO37640,78,WO94358,bc,BMQ61,kg
TO37641,28,WO94359,bc,6FEFW,pcs
TO37642,28,WO94360,ed,4C3MX,kg
TO37642,90,WO94361,ab,ZM89L,pcs
TO37642,12,WO94362,ed,WVALS,pcs
TO37643,37,WO94363,ed,8EULV,kg
TO37643,22,WO94364,ab,I39L6,ltr
TO37643,50,WO94365,cd,EALJ6,ltr
TO37643,77,WO94366,cd,JGSFE,kg
TO37644,7,WO94367,cd,1GP75,pcs
TO37644,22,WO94368,ed,SOT8R,pcs
TO37644,88,WO94369,ed,YBXAQ,pcs
TO37644,60,WO94370,ab,3JYDE,kg
TO37645,89,WO94371,ab,NIHLR,kg
TO37645,2,WO94372,ed,GY6RA,ltr
TO37646,19,WO94373,ab,QP0US,kg
TO37646,27,WO94374,ed,WBIQB,pcs
TO37646,78,WO94375,ed,DNCBP,pcs
TO37646,88,WO94376,cd,HZUW0,pcs
TO37647,73,WO94377,bc,QYQMI,kg
TO37647,5,WO94378,ed,14A0V,pcs
TO37647,62,WO94379,ab,9WBPC,ltr
TO37648,89,WO94380,bc,413X1,pcs
TO37648,62,WO94381,bc,5EG7D,pcs
TO37648,55,WO94382,ab,Q397M,pcs
TO37649,10,WO94383,bc,647DH,pcs
TO37649,74,WO94384,cd,1CQSX,ltr
TO37649,64,WO94385,ab,T2O6C,pcs
TO37650,80,WO94386,bc,9C08U,ltr
TO37651,58,WO94387,cd,R8I7O,pcs
TO37651,22,WO94388,ab,OL6B0,pcs
TO37652,7,WO94389,cd,AVJTI,ltr
TO37652,79,WO94390,bc,M62SF,ltr
TO37652,29,WO94391,ed,R7VOM,kg
TO37652,61,WO94392,ed,CJNH4,pcs
TO37653,42,WO94393,ed,9323G,ltr
TO37653,61,WO94394,cd,PIHBB,pcs
TO37653,93,WO94395,cd,FGAUP,kg
TO37654,88,WO94396,ed,5KSGP,kg
TO37654,13,WO94397,ed,2FJHR,ltr
TO37655,79,WO94398,bc,B3MED,kg
TO37655,95,WO94399,bc,5X7KQ,ltr
TO37655,46,WO94400,ed,AJL9M,ltr
TO37656,17,WO94401,cd,FDQ8F,pcs
TO37656,24,WO94402,cd,UMFEY,kg
TO37656,6,WO94403,ab,X2TT2,ltr
TO37657,68,WO94404,ed,8H8NY,pcs
TO37657,81,WO94405,ab,LMJPL,pcs
TO37657,30,WO94406,cd,GKSAL,kg
TO37657,9,WO94407,ed,O18LK,kg
TO37658,59,WO94408,ab,F91T0,ltr
TO37658,29,WO94409,cd,8UFGG,pcs
TO37659,80,WO94410,ab,333I2,kg
TO37659,32,WO94411,ed,EIR2S,kg
TO37659,41,WO94412,cd,WE9MP,pcs
TO37659,18,WO94413,ab,RBM8D,kg
TO37660,67,WO94414,bc,WY18P,kg
TO37660,59,WO94415,cd,0F9N1,kg
TO37660,15,WO94416,bc,MIJD4,ltr
TO37660,39,WO94417,bc,LLU97,kg
TO37661,98,WO94418,ab,D6CU9,ltr
TO37661,2,WO94419,bc,HUQVL,ltr
TO37662,48,WO94420,bc,14A0V,ltr
TO37662,5,WO94421,cd,IQZUP,pcs
TO37663,95,WO94422,ed,PS9PE,kg
TO37663,58,WO94423,bc,X0NPB,kg
TO37663,95,WO94424,bc,FCOVW,kg
TO37663,13,WO94425,ab,N3H7D,pcs
TO37664,16,WO94426,ed,4KETD,ltr
TO37665,26,WO94427,ab,ROFZI,kg
TO37665,52,WO94428,bc,0F58S,kg
TO37665,92,WO94429,ed,HJ2T1,kg
TO37665,28,WO94430,ab,2Y581,kg
TO37666,7,WO94431,cd,TQAYL,kg
TO37666,22,WO94432,ed,S55Q5,kg
TO37667,75,WO94433,bc,WQGBT,pcs
TO37668,14,WO94434,bc,YFQQS,kg
TO37668,52,WO94435,ab,9VDIU,ltr
TO37668,13,WO94436,bc,9C08U,ltr
TO37668,1,WO94437,ab,NBDD3,kg
TO37669,3,WO94438,ed,R8I7O,kg
TO37669,47,WO94439,ab,HAL3C,ltr
TO37670,28,WO94440,ab,BKVHK,ltr
TO37670,76,WO94441,cd,KVLQW,kg
TO37671,72,WO94442,bc,ZPKFN,ltr
TO37671,31,WO94443,ab,BG4WU,ltr
TO37672,95,WO94444,ab,86469,ltr
TO37672,20,WO94445,ab,XG5NH,kg
TO37673,38,WO94446,ed,3C7OG,pcs
TO37673,59,WO94447,cd,Y7L48,pcs
TO37673,25,WO94448,bc,KTL94,pcs
TO37673,64,WO94449,ab,QYQMI,ltr
TO37674,60,WO94450,bc,0JQSP,ltr
TO37674,23,WO94451,ab,ZVJSU,pcs
TO37674,30,WO94452,ab,RRV7S,ltr
TO37674,83,WO94453,ed,9532V,pcs
TO37675,58,WO94454,cd,R6HEM,pcs
TO37675,61,WO94455,ed,9H1DQ,kg
TO37676,25,WO94456,bc,R9994,ltr
TO37676,2,WO94457,ed,KFP8W,ltr
TO37677,15,WO94458,bc,IAIDU,pcs
TO37677,34,WO94459,bc,GKSAL,kg
TO37678,77,WO94460,ed,B4JWS,pcs
TO37679,94,WO94461,cd,J29NQ,ltr
TO37679,50,WO94462,bc,93TTY,kg
TO37680,59,WO94463,ed,7CM9J,pcs
TO37680,19,WO94464,ed,DEBGB,kg
TO37680,30,WO94465,ab,K49LY,kg
TO37681,7,WO94466,ed,XBIRV,ltr
TO37681,30,WO94467,ab,0U1BU,kg
TO37682,31,WO94468,bc,ZMFN9,pcs
TO37682,97,WO94469,bc,DQEHA,pcs
TO37682,10,WO94470,cd,12BNR,pcs
TO37682,87,WO94471,bc,WE9MP,kg
TO37683,67,WO94472,ed,IK4AE,pcs
TO37683,60,WO94473,cd,8NSEZ,ltr
TO37684,65,WO94474,ed,BGXLE,ltr
TO37684,12,WO94475,cd,828NX,kg
TO37684,34,WO94476,ab,NGKSA,kg
TO37685,39,WO94477,ab,EN5X5,pcs
TO37685,81,WO94478,ed,0IR29,pcs
TO37685,34,WO94479,ed,OR3DT,pcs
TO37685,15,WO94480,ed,US1CM,kg
TO37686,93,WO94481,ab,CE3V8,ltr
TO37686,68,WO94482,ed,XI353,pcs
